,Title,Published_date,Views,Likes,Comments,Identity
2727,THE MIDDLE EAST - FIRST TIME IN QATAR! Boyfriend Can't Say No for the Whole Trip ~ Emi,2019-11-27,55349,1248,94,emi wong
2728,BEST BURPEE WORKOUT (10 VARIATIONS) FOR FULL BODY FAT BURN & FLAT BELLY! 10 mins HIIT ~ Emi,2019-11-23,680816,12826,524,emi wong
2729,My Fiancé Trying Dating App for the First Time Before Our Wedding ~ Emi,2019-11-20,53847,1219,105,emi wong
2730,"10 min Intense AB Workout in Bed for Small Waist, Flat Belly & Ab Lines ~ Emi",2019-11-14,1817292,38705,1378,emi wong
2731,ANOTHER LUXURIOUS TRIP TO MALDIVES (within 3 months!) | Girlfriend Can't Say No Challenge ~ Emi,2019-11-10,102333,2195,120,emi wong
2732,SLIM ARMS & UPPER BODY IN 20 DAYS! 10 min Beginner Friendly Home Workout ~ Emi,2019-11-04,3045102,59735,778,emi wong
2733,"WHAT I EAT IN A WEEK: Yummy (& Realistic) Diet to Lose Weight, Get Abs, and Stay Fit  ~ Emi",2019-10-29,1014481,21406,612,emi wong
2734,24 HOURS IN TAIPEI | Taiwan Food & Shopping Vlog ~ Emi,2019-10-23,123184,2118,112,emi wong
2735,TWICE “Feel Special” Full Body + Ab Workout to Burn Belly Fat (No Jumping!) ~ Emi,2019-10-20,2344442,77236,1077,emi wong
2736,Bringing My Dog to a 5-Star Luxury Hotel in Hong Kong! Wong Family Staycation ~ Emi,2019-10-15,70278,1314,96,emi wong
2737,"30 min Full Body Fat Burn HIIT (NO JUMPING) - Ab, Core, Arm, Back, Leg, Thigh & Cardio ~ Emi",2019-10-09,40136656,621254,13298,emi wong
2738,"What My Hong Kong Parents Think About Me Quitting My Job to be a YouTuber (Income, Haters etc)~ Emi",2019-10-07,62432,2006,149,emi wong
2739,"15 min Stretch to Fix Your Posture (Look Fitter, Taller and Reduce Pain) ~ Emi",2019-10-03,1919360,43568,712,emi wong
2740,O SAKI SAKI | Bollywood Full Body Fat Burning Cardio Dance Workout ft. Kritika ~ Emi,2019-09-25,1515460,42801,670,emi wong
2741,3-INGREDIENT HEALTHY PANCAKE RECIPE (Perfect for Weightloss - No Flour) by Mama Wong  ~ Emi,2019-09-19,548894,15523,409,emi wong
2742,Jobs We Did Before Becoming YouTubers (and my fiancé's current job) ~ Emi & Chad,2019-09-17,297276,7060,295,emi wong
2743,Abs in 20 Days! Get 11 Line Abs like KPOP Idol (15 min Home Workout) ~ Emi,2019-09-12,5995512,81842,2474,emi wong
2744,Copying Each Other’s Instagram Photos! CLOTHES SWAP CHALLENGE ft. Meg Lu ~ Emi,2019-09-09,59436,1442,74,emi wong
2745,Your Weight Loss Transformation + Ab Results doing My Workouts! ~ Emi,2019-09-02,373403,9281,434,emi wong
2746,Finally Going to the USA!! Girls Trip in Utah ~ Emi,2019-08-29,51676,1139,88,emi wong
2747,SLIM LEGS IN 20 DAYS! 10 min No Jumping Quiet Home Workout ~ Emi,2019-08-26,35513232,813713,24921,emi wong
2748,Best 10 Ab Exercises (Beginner-Friendly Gym Routine / With Weights) ~ Emi,2019-08-22,111987,3042,112,emi wong
2749,Healthy Smoothie Recipe For Detox (How I Lose Weight & Get Fit) ~ Emi & Chad,2019-08-20,83983,2101,84,emi wong
2750,Bollywood Full Body Fat Blast Cardio Dance Workout! SIMMBA - Mera Wala Dance ft. Alisha ~ Emi,2019-08-15,1566508,34366,592,emi wong
2751,[Thailand Trip Giveaway] First Time in Koh Samui! We Never Left The Hotel.... ~ Emi & Chad,2019-08-13,91787,1752,114,emi wong
2752,JAPAN VLOG Hidden Paradise in Okinawa!! Filming Our First Couple Commerical ~ Emi & Chad,2019-08-06,74980,1425,64,emi wong
2753,BEST FULL BODY FAT BURN IN 30 DAYS!!!! 10 min Home Cardio | Week 4 ~ Emi,2019-08-03,986657,17957,512,emi wong
2754,A Week In Paris & Italy with Beauty Influencers From Around The World! ~ Emi,2019-07-31,78165,1675,106,emi wong
2755,BURN ARMS + BACK FAT (UPPER BODY) IN 30 DAYS!! 10 min Home Workout | Week 3 ~ Emi,2019-07-26,773905,14890,309,emi wong
2756,BURN LEG & THIGH FAT IN 30 DAYS!! 10 min Slim Legs Workout |  Week 2 ~ Emi,2019-07-20,1691190,32988,849,emi wong
2757,HOW I GOT RID OF ACNE FOR CLEAR GLOWING SKIN | My Skincare Routine ~ Emi,2019-07-17,274204,6087,214,emi wong
2758,BURN BELLY FAT IN 30 DAYS!! 10 min Cardio + Ab Workout | Week 1~ Emi,2019-07-14,3370545,68780,2749,emi wong
2759,MALDIVES VLOG ! Crazy Luxury Resorts that Blew Our Mind  ~ Emi & Chad,2019-07-10,276357,4799,220,emi wong
2760,20 min Intense Belly & Thigh (Inner + Outer) Workout  Get Sexy Ab and Slim Legs!!! ~Emi,2019-07-03,2292905,39289,898,emi wong
2761,BEST FOOD IN JAPAN! Bringing Mom to Kyoto + Osaka During Golden Week ~ Emi,2019-06-30,78273,1657,181,emi wong
2762,Blast Fat in 10 min! Full Body Standing TABATA Workout for Summer ~ Emi,2019-06-26,1474637,23970,498,emi wong
2763,CHINESE MOM VS EURASIAN FIANCÉ! Who Knows Me Better?! ~ Emi & Chad,2019-06-23,79773,2053,88,emi wong
2764,20 min Ab + Leg Workout In Bed! BURN BELLY & THIGH FAT ◆ Emi ◆,2019-06-18,3647686,86140,1408,emi wong
2765,Healthy Recipe for Weight Loss! Beetroot Soup by Papa Wong ◆ Emi ◆,2019-06-05,111090,2960,144,emi wong
2766,AUSTRALIA VLOG: The Truth Behind Filming A Travel TV Show!! (in Melbourne + Canberra) ◆ Emi ◆,2019-05-29,63924,1153,91,emi wong
2767,10 min Natural Boob Lift! Firming + Shaping Chest Workout ◆ Emi ◆,2019-05-22,1976141,35235,722,emi wong
2768,How We Started YouTube and Grew It to 1 Million Subscribers in 2 Years! ◆ Emi & Chad ◆,2019-05-15,51463,2209,273,emi wong
2769,Intense Ab + Slim Thigh WORKOUT SITTING ON A CHAIR! Perfect for Office & Home ◆ Emi ◆,2019-05-08,634187,15437,465,emi wong
2770,Wong Family Taiwan Food Trip: Trying to Speak Only Mandarin for 24 Hours ◆ Emi ◆,2019-05-01,76836,1598,113,emi wong
2771,TWICE - ‘FANCY’ Intense Ab Workout for Best Belly Burn (NO JUMPING!!)◆ Emi ◆,2019-04-27,877483,23966,603,emi wong
2772,"Bringing My Family for the Best Food Trip in Taipei, Taiwan! ◆ Emi ◆",2019-04-19,109892,2101,173,emi wong
2773,BTS - 'Boy With Luv' CARDIO + AB WORKOUT For Full Body Fat Burn ◆ Emi ◆,2019-04-13,1349523,40671,1018,emi wong
2774,Finally Answering Your Assumptions About Me / Us ◆ Emi & Chad ◆,2019-04-10,914245,20215,749,emi wong
2775,BLACKPINK - 'Kill This Love' CARDIO WORKOUT For Full Body Fat Burn ◆ Emi ◆,2019-04-06,6513004,199309,3135,emi wong
2776,BURN FAT IN 7 DAYS! 10 min Full Body HIIT Workout Program (Results in 1 Week) ◆ Emi  ◆,2019-04-03,4645729,104112,4126,emi wong
2777,Tasting Cup Noodles From All Around Asia for 10 Days!!! Which one you MUST TRY ◆ Emi & Chad ◆,2019-03-27,70541,1667,115,emi wong
2778,我們去泰國結婚?! + 在布吉慶祝Emi生日 (Chad精心策劃) ◆ Emi & Chad ◆,2019-03-24,117540,2165,134,emi wong
2779,"20 min Full Body Stretch for Flexibility, Reducing Bloating, Pain Relief & Recovery ◆ Emi ◆",2019-03-20,4190951,55589,956,emi wong
2780,"Best Food in Seoul, Korea! (+ Pre-Wedding Cosmetic Procedures) ◆ Emi & Chad ◆",2019-03-12,110657,1693,92,emi wong
2781,5 min Belly Fat Burning AB + CARDIO Home Workout (Results in 2 weeks) ◆ Emi ◆,2019-03-06,742246,16441,540,emi wong
2782,國語大比拼！港女 VS 混血男友 －說髒話， 你愛我什麼 ，角色扮演！ ◆ Emi & Chad ◆,2019-03-03,65353,1609,216,emi wong
2783,【台北VLOG】$300吃日本最高境界無菜單料理! OMAKASE體驗 ◆ Emi & Chad ◆,2019-02-27,79426,1197,70,emi wong
2784,MEXICO VLOG WITH YOUTUBERS FROM AROUND THE WORLD!  ◆ Emi ◆,2019-02-24,84679,1721,118,emi wong
2785,SLIM ARMS + GET RID OF FLABBY FAT! 30 Best Exercises in 15 min TABATA (Results in 2 Weeks) ◆ Emi ◆,2019-02-20,4020692,76734,1156,emi wong
2786,拔尖入讀香港大學環球金融 - 結果三年都找不到工作! 讀書浪費人生？◆ Emi & Chad ◆,2019-02-17,490760,7974,311,emi wong
2787,【淘寶買婚紗!】拍婚照  你一定沒看過這麼可愛的狗狗試穿婚紗！◆ Emi & Chad ◆,2019-02-13,74611,2163,128,emi wong
2788,買人生第一輛車送給爸爸媽媽！他們的反應?! ◆ Emi & Chad◆,2019-02-10,124449,3639,163,emi wong
2789,SLIM LEGS + BURN FAT: 30 Best Exercises in 15 min TABATA (Results in 2 Weeks) ◆ Emi ◆,2019-02-06,1317459,29693,724,emi wong
2790,【台北VLOG】和混血未婚夫試穿中式婚禮不可缺之龍鳳褂! 吃盡寧夏夜市美食! ◆ Emi & Chad ◆,2019-02-03,114917,1828,118,emi wong
2791,到台灣工作(+狂吃)的一天 ft. 阿滴英文！+ 最好吃麻油麵線  混血男友第一次嘗鴨血 ◆ Emi & Chad ◆,2019-01-30,83375,1488,102,emi wong
2792,Recreating My Parents' Wedding Photos from 33 Years Ago! 模仿爸媽33年前的結婚照片! ◆ Emi & Chad ◆,2019-01-27,121474,3166,139,emi wong
2793,30 BEST Ab Exercises in 15 minutes!! Intense TABATA for Flat Belly and Six Pack ◆ Emi ◆,2019-01-23,2190456,31374,850,emi wong
2794,【台北VLOG】挑戰吃1KG重量級和牛(超划算!)  + 第一次喝老虎堂波霸珍奶吐到哭 ◆ Emi & Chad ◆,2019-01-20,127857,2464,145,emi wong
2795,"國際學校 VS 本地學校的驚人分別 (親身經歷)！衣著, 拍拖, 學費, 文化, 前途...最終誰較成功? 會把子女送哪? ◆ Emi & Chad ◆",2019-01-16,394180,6561,292,emi wong
2796,WHAT'S IN MY MOUTH CHALLENGE ft. J Lou ◆ Emi ◆,2019-01-13,34064,947,72,emi wong
2797,10 min Get Rid of ARMPIT & BACK FAT!!! Goodbye Underarm Flab ◆ Emi ◆,2019-01-09,6778005,121379,1931,emi wong
2798,Healthy “Fried” Chicken for Weight Loss! (taste better than KFC) Papa Wong’s Secret Recipe ◆ Emi ◆,2019-01-06,180253,6232,289,emi wong
2799,2019 How To Make Your Goals A Reality ◆ Emi & Chad ◆,2019-01-02,81842,2912,209,emi wong
2800,PHILIPPINES VLOG! Trying Filipino Food + Swimming with WHALE SHARKS (World's Biggest!!) ◆ Emi ◆,2018-12-30,64909,2036,261,emi wong
2801,"45-min Full Body Fat Burn HIIT at home with NO JUMPING (Arms, Abs, Back, Thighs & Legs) ◆ Emi ◆",2018-12-26,3931712,60759,2343,emi wong
2802,MAKING BUBBLE TEA TOASTIES AT HOME for Christmas ◆ Emi & Chad ◆,2018-12-23,106453,2915,156,emi wong
2803,四個港女去深圳之吃貨團 桂滿隴排隊兩小時有多好吃？不能吃辣但挑戰探魚的下場... ◆ Emi ◆,2018-12-21,170334,1905,162,emi wong
2804,伴娘幫我化新娘妝！閨蜜爆料 - 當年不為人知的秘密往事?! Bridesmaid Does My Wedding Makeup ◆ Emi ◆,2018-12-19,49468,1005,69,emi wong
2805,"INSIDE GOOGLE OFFICE! All You Can Eat Employee Buffet Lunch, Game Stations & More! ◆ Emi ◆",2018-12-16,61502,971,44,emi wong
2806,10 min LOWER AB WORKOUT FOR BELLY FAT BURN! No Equipment ◆ Emi ◆,2018-12-12,4893266,67856,1783,emi wong
2807,TAIPEI BEST FOOD ft. TAIWANESE YOUTUBER!! + First Time Trying Traditional Breakfast! ◆ Emi  ◆,2018-12-09,137047,2272,169,emi wong
2808,跟我一起洗澡！我每晚做什麼 SHOWER WITH ME ◆ Emi ◆,2018-12-07,83625,1497,125,emi wong
2809,港女人生第一次打機!! 混血男友的反應?! (碧血狂殺2 + PUBG食雞) ◆ Emi & Chad ◆,2018-12-05,25750,689,90,emi wong
2810,生BB? BB名字? 平常誰付錢? 婚禮什麼時候+在哪裡?【訂婚後Q&A】 ◆Emi & Chad ◆,2018-12-02,204290,3880,196,emi wong
2811,"10 min Full Body HIIT! FAT BURN CARDIO for Abs, Arms, Legs & Back Slimming (NO EQUIPMENT) ◆ Emi ◆",2018-11-28,527498,11157,381,emi wong
2812,HE RATES ME FROM HEAD TO TOE...◆ Emi & Chad ◆,2018-11-25,71762,2198,167,emi wong
2813,第一次試婚紗! 未婚夫和媽媽的反應... TRYING ON WEDDING DRESSES ◆ Emi & Chad ◆,2018-11-21,293492,4450,546,emi wong
2814,MUST EAT IN TAIWAN! Food Vlog + Skincare Haul: Mom & Daughter Trip to TAIPEI VLOG 2 ◆ Emi ◆,2018-11-18,176915,2388,150,emi wong
2815,BEST 15 min BURN THIGH FAT (NO JUMPING) WORKOUT IN BED: Slim Inner + Outer Thigh & Whole Leg ◆ Emi ◆,2018-11-15,2027061,46255,2215,emi wong
2816,【台北VLOG】港女超爛普通話帶媽媽去饒河夜市吃甚麼美食? 母女瘋狂吃貨之旅 ◆ Emi ◆,2018-11-11,148540,2583,274,emi wong
2817,"我怎樣改變人生! 會考7A拔尖入港大環球金融但曾經是叛逆MK妹, 有朋友販賣毒品?! 我的讀書貼士!! ◆ Emi ◆",2018-11-08,431624,11084,362,emi wong
2818,"BEST Standing Arms Workout! 10 min BURN & TONING (No Equipment, Perfect For Beginners) ◆ Emi ◆",2018-11-04,5896260,87606,1240,emi wong
2819,Filming My First TV Show in Korea with a K-POP STAR!!,2018-11-01,88989,1741,180,emi wong
2820,Asian Parents and Dog React to My Halloween Makeup (GLOW IN THE DARK!),2018-10-30,28353,1122,97,emi wong
2821,Best 10 min Stretch to Slim Your Calves!  ◆ Emi ◆,2018-10-28,4244497,76091,2707,emi wong
2822,Most Stressful Birthday Surprise for Fiancé!! HIDDEN STAIRCASE LEADING TO…,2018-10-24,142829,2775,173,emi wong
2823,Flying Air Belgium Business Class! YouTubers' Trip to Belgium ◆ Emi ◆,2018-10-21,135798,2058,157,emi wong
2824,BEST 10 min Lower Ab Workout IN BED to Burn Belly Fat! ~ Emi,2018-10-17,7931765,181389,7111,emi wong
2825,ASMR: HONG KONG STREET FOOD MUKBANG,2018-10-14,82711,1886,256,emi wong
2826,WE ARE STUCK! Strongest Typhoon in Hong Kong Since Records Began!! (with Actual Footages),2018-10-10,116198,2194,160,emi wong
2827,Trying ASMR for the First Time: Spicy Chewy Noodles from Taiwan,2018-10-07,76339,1566,220,emi wong
2828,"30 min Full Body Fat Burn HIIT - Abs, Arms, Thighs & Legs! (Standing Exercises Only, No Mat Needed)",2018-10-03,23688925,373626,9304,emi wong
2829,"FIRST DAY AS A FULL-TIME YOUTUBER ft. Matt Steffanina, Jessica Wong, 屎萊姆, 屎嫂程程",2018-09-30,87358,1907,129,emi wong
2830,What Healthy Asian Meals I Eat (NO SALADS) To Lose Weight & Get Back On Track,2018-09-27,871732,16810,471,emi wong
2831,How Did He Plan The Proposal? Was It Really A Surprise?,2018-09-26,82589,1607,103,emi wong
2832,WE ARE PARENTS-TO-BE?! After The Proposal,2018-09-23,198288,2658,172,emi wong
2833,"BEST PLANK WORKOUT FOR SMALLER WAIST, FLAT ABS & FULL BODY FAT BURN! 10 Variations",2018-09-19,29344125,356150,7855,emi wong
2834,SURPRISE PROPOSAL! We Got Engaged in Fiji ◆ Emi & Chad ◆,2018-09-16,557429,12260,997,emi wong
2835,8.1 EARTHQUAKE ON OUR VACATION IN FIJI,2018-09-12,556934,10853,445,emi wong
2836,YouTube Changed Our Lives,2018-09-09,50527,1931,176,emi wong
2837,"KPOP Cardio Workout! BTS (Mic Drop), Blackpink (Boombayah), Big Bang (Bang Bang Bang)",2018-09-04,2715673,70300,1504,emi wong
2838,Quitting My Job for YouTube - Last Day Of Work at Lululemon,2018-09-02,540527,7683,464,emi wong
2839,"Getting My Face Tattooed! Eyebrows, Eyeliner & Hairline (+ Lash Lift)",2018-08-29,123488,2280,100,emi wong
2840,Boyfriend Buys Girlfriend's Outfits! Shopping Challenge (Dresslily Haul),2018-08-26,73841,2130,169,emi wong
2841,"10 min Upper Body Workout (Arms, Back, Chest) Slimming & Fat Burn | No Equipment",2018-08-22,2586787,50650,1145,emi wong
2842,COOKING CHALLENGE TURNED INTO HELL’S KITCHEN...Girlfriend VS Boyfriend,2018-08-19,80780,2089,127,emi wong
2843,MY GO-TO MAKE UP ROUTINE (with Boyfriend's funny commentary & singing),2018-08-15,146665,3194,248,emi wong
2844,YOUR EX VS. ME CHALLENGE!!! + MUKBANG (Epic Cheat Meal),2018-08-12,211773,4684,304,emi wong
2845,BEST 15 min Beginner Workout for Fat Burning (NO JUMPING HIIT!!!),2018-08-08,23402382,458796,12023,emi wong
2846,ROOM MAKEOVER ON A BUDGET! Hong Kong Room Tour,2018-08-05,60212,1670,128,emi wong
2847,跟我上班吧! 我的全職工作 (夢想工作室) A Day in My Full Time Job: Working at Lululemon!!,2018-08-01,282642,4019,155,emi wong
2848,BIKINI + ONE PIECE TRY-ON HAUL! CHEAP BUT ARE THEY GOOD?! Cupshe Honest Review,2018-07-29,113622,2015,125,emi wong
2849,10 MIN GET RID OF SIDE BELLY FAT: LOVE HANDLES + MUFFIN TOP WORKOUT,2018-07-25,1628032,32231,797,emi wong
2850,What Really Happened On My Shanghai Work Trip With Beauty Bloggers From All Over Asia,2018-07-22,48966,1206,95,emi wong
2851,"Q&A + MUKBANG: Our Hook Up Story, Our Jobs, How We Travel So Much, Getting Married",2018-07-18,382711,6883,364,emi wong
2852,HOW DO YOUTUBERS MAKE MONEY?! THE TRUTH...,2018-07-15,76558,2520,144,emi wong
2853,15 min No Jumping Booty Workout! Get Rid of Cellulite + Toning,2018-07-11,1420836,23908,505,emi wong
2854,Shanghai Marriage Market With Boyfriend + Best Chinese Food We've Ever Tasted!,2018-07-07,142552,2118,198,emi wong
2855,My Instagram Followers Control My Life For A Day - I QUIT MY JOB!,2018-07-04,142371,3924,336,emi wong
2856,身為港女我有話說 AMERICAN YOUTUBER DISRESPECTING HONG KONG - NOT OKAY.,2018-07-01,655169,33135,3010,emi wong
2857,BOYFRIEND FINALLY GETTING WHAT HE WANTED... | NOA Mattress Unboxing & Review,2018-06-29,66065,1137,98,emi wong
2858,15 min BURN THIGH FAT WORKOUT (NO JUMPING!) TO SLIM INNER THIGHS & LEGS,2018-06-27,23610712,527872,23443,emi wong
2859,36 HOURS IN SINGAPORE! WHAT WE EAT AND DO | Travel Food Vlog,2018-06-22,126250,2038,119,emi wong
2860,$10-18 CHEAP ONLINE SHOPPING FROM SHEIN - IS IT A SCAM??? HUGE TRY-ON CLOTHING HAUL,2018-06-20,46341,1231,109,emi wong
2861,HUGE BIKINI TRY-ON HAUL ($15-20 ONLY!! PLUS SUMMER CLOTHING) WITH ZAFUL,2018-06-17,95652,1281,105,emi wong
2862,15 MIN STANDING FULL BODY FAT BURNING HIIT AT HOME TO LOSE BELLY FAT!! NO EQUIPMENT!,2018-06-13,1757238,24677,528,emi wong
2863,Healthy Food & Snacks That Changed My Life | GROCERY HAUL WITH ME!,2018-06-08,98998,2183,153,emi wong
2864,10 MIN BOLLYWOOD HIIT WORKOUT FOR FAT BURNING CARDIO BLAST! Full Body At Home Exercises ft. Hanisha,2018-06-06,1695044,23376,403,emi wong
2865,WHO IS MORE FIT? GIRLFRIEND VS BOYFRIEND 情侶健身大挑戰! FULL BODY WORKOUT BATTLE AT HOME,2018-06-01,30233,946,55,emi wong
2866,1 MONTH WORKOUT CALENDAR TO LOSE WEIGHT AND GET FIT! + 10 min FAT BURNING HIIT Full Body Workout,2018-05-30,842968,19277,984,emi wong
2867,"MEET THE CUTEST DOG EVER (REAL DOG, NOT A TEDDY BEAR)",2018-05-26,95501,2239,184,emi wong
2868,INDONESIA VLOG! ALL YOU CAN EAT EVERYDAY AT BINTAN ISLAND,2018-05-23,68804,1275,142,emi wong
2869,"HONG KONG STREET FOOD TOUR: Egg Tarts, Stinky Tofu, Egg Waffles, Cart Noodles, Roasted Meat PART 2!",2018-05-18,139500,2328,144,emi wong
2870,10 min NO JUMPING FULL BODY HIIT WITH DUMBBELLS (At Home Routine),2018-05-16,212503,4012,144,emi wong
2871,PLASTIC SURGERY IN KOREA - MY HONEST TRUTH,2018-05-11,572503,8528,664,emi wong
2872,EPIC CHEAT MEAL - $20 Five Star Hotel Buffet at Shangri-La Colombo | SRI LANKA TRAVEL VLOG 4,2018-05-09,58187,1147,85,emi wong
2873,THE MOST BEAUTIFUL TRAIN RIDE IN SRI LANKA + $20 JUNGLE VILLA | VLOG 3,2018-05-04,37203,864,51,emi wong
2874,10 Minute Standing Abs Workout: BURN BELLY FAT FOR SMALL WAIST | No Mat Required,2018-05-02,5005727,65236,1145,emi wong
2875,HOW I STAY FIT ON VACATION + INSTAGRAM FAMOUS BEACH SWING!!! | SRI LANKA TRAVEL VLOG 2 (Unawatuna),2018-04-27,56052,1119,73,emi wong
2876,"WHAT WE EAT & DO IN SRI LANKA! TRAVEL VLOG 1 (Bentota, Galle)",2018-04-25,85684,1621,129,emi wong
2877,"HONG KONG STREET FOOD TOUR: Pineapple Bun, Dim Sum, French Toast, Rice Roll Mukbang PART 1!",2018-04-18,156773,2763,188,emi wong
2878,EXTREME YOGA CHALLENGE WITH BOYFRIEND ~ Emi,2018-04-11,27084,1208,123,emi wong
2879,FULL DAY OF MEAL PREP: COOK WITH ME AND MY PARENTS! ONE MONTH WEIGHT LOSS,2018-04-04,783556,12102,385,emi wong
2880,COCKROACH PRANK ON GIRLFRIEND!!,2018-03-30,21430,650,48,emi wong
2881,10 DAYS WEIGHT LOSS: EATING OUT + CHEAT MEAL! What I Eat In a Day (Intermittent Fasting),2018-03-28,120450,2137,91,emi wong
2882,HOW IS IT LIKE DATING A HONG KONG GIRL,2018-03-23,115743,2285,229,emi wong
2883,BEST 5-MINUTE FAT BURN Workout for Flat Belly! Full Body HIIT At Home,2018-03-21,338497,7737,238,emi wong
2884,HOW I LOST 5 LBS IN ONE WEEK: WHAT I EAT IN A DAY TO LOSE WEIGHT | Healthy Food Diary,2018-03-14,8386642,146055,2578,emi wong
2885,15 min NO JUMPING Full Body Fat Burning Workout | QUIET CARDIO HIIT,2018-03-07,1132483,20529,455,emi wong
2886,"200,000 SUBSCRIBERS DANCE PARTY! (ft. Our Cute Puppy)",2018-03-02,14010,662,79,emi wong
2887,I GAINED 10 LBS FROM THE HOLIDAYS | One Month Project Comeback,2018-02-28,174414,2871,133,emi wong
2888,STRETCH IN BED | 10 Minutes in the Morning / Before Sleep,2018-02-21,1804297,40639,604,emi wong
2889,VALENTINE'S DINNER: $35 JAPANESE ALL YOU CAN EAT BUFFET! Crossfit + Epic Cheat Meal,2018-02-14,31423,713,79,emi wong
2890,BEST $78 JAPANESE BIRTHDAY DINNER IN SHENZHEN!!!!!!,2018-02-09,96757,1248,96,emi wong
2891,Eating Scorpions in China?! Crazy Shenzhen Street Food Tour + Trying the Famous Cheese Tea!,2018-02-07,95923,1149,99,emi wong
2892,$100 5* Luxury Hotel! Trying China's Most Famous Hot Pot in Shenzhen China,2018-02-05,108531,854,85,emi wong
2893,"10 min Workout on Period! Best Exercises During ""That Time of the Month"" to Help with PMS",2018-01-31,1828850,45055,1007,emi wong
2894,Eurasian Boyfriend Speaks Cantonese Challenge! *Punishment: Chinese Bitter Tea*,2018-01-24,196135,3039,187,emi wong
2895,10 min Intense Abs Workout For Flat Belly | 2018 New Year Routine to Burn Belly Fat,2018-01-17,475205,7290,211,emi wong
2896,【TAIWAN VLOG】What I Eat on Vacation? YUMMIEST CHEAT MEALS,2018-01-10,384117,4634,345,emi wong
2897,自學英文! How I Learned English 6個月練成流利英語的小秘訣 (有演戲的部分!),2018-01-03,755418,23936,577,emi wong
